Robert the Bruce;Aymer de Valence, 2nd Earl of Pembroke;2
Oda Nobunaga;Azai Nagamasa;2
Takeda Shingen;Baba Nobuharu;2
Yamagata Masakage;Baba Nobuharu;2
Gian Giacomo Trivulzio;Bartolomeo d'Alviano;2
Louis II de la Trémoille;Bartolomeo d'Alviano;2
Stefan Lazarević;Bayezid I;2
Otto Vellingk;Carl Gustav Rehnskiöld;2
Ernst von Mansfeld;Charles Bonaventure de Longueval, Count of Bucquoy;2
Charles Mawhood;Charles Cornwallis, 1st Marquess Cornwallis;2
Henry Knox;Charles Cornwallis, 1st Marquess Cornwallis;2
Guy Carleton, 1st Baron Dorchester;Benedict Arnold;2
Peter the Great;Boris Sheremetev;2
Blue Jacket;Buckongahelas;2
Boris Sheremetev;Carl Gustav Rehnskiöld;2
Otto Vellingk;Charles XII of Sweden;2
Peter the Great;Charles XII of Sweden;2
Kobayakawa Takakage;Chōsokabe Motochika;2
Ukita Hideie;Chōsokabe Motochika;2
Gonzalo Fernández de Córdoba (1585–1645);Christian the Younger of Brunswick;2
Johann Tserclaes, Count of Tilly;Christian the Younger of Brunswick;2
Charles XI of Sweden;Christian V of Denmark;2
Simon Grundel-Helmfelt;Christian V of Denmark;2
Johan_B%C3%A4r;Claes Uggla;2
Lorentz Creutz;Claes Uggla;2
Niels Juel;Claes Uggla;2
Philips van Almonde;Claes Uggla;2
Jean II d'Estrées;Cornelis Tromp;2
Michiel de Ruyter;Cornelis Tromp;2
Prince Rupert of the Rhine;Cornelis Tromp;2
Frederick the Great;Count Leopold Joseph von Daun;2
Richard Neville, 5th Earl of Salisbury;Humphrey Stafford, 1st Duke of Buckingham;2
Richard of York, 3rd Duke of York;Humphrey Stafford, 1st Duke of Buckingham;2
Tokugawa Ieyasu;Ii Naomasa;2
Kobayakawa Takakage;Ishida Mitsunari;2
Tokugawa Ieyasu;Ishida Mitsunari;2
Ukita Hideie;Ishida Mitsunari;2
Henry Clinton (American War of Independence);Israel Putnam;2
William Howe, 5th Viscount Howe;Israel Putnam;2
Francis de Gaston, Chevalier de Levis;James Abercrombie (British Army general);2
George Howe, 3rd Viscount Howe;James Abercrombie (British Army general);2
Louis-Joseph de Montcalm;James Abercrombie (British Army general);2
William Baillie (soldier);James Graham, 1st Marquess of Montrose;2
Archibald Douglas, 6th Earl of Angus;James Hamilton, Duke of Châtellerault;2
Guy Carleton, 1st Baron Dorchester;James Livingston (American Revolution);2
Richard Montgomery;James Livingston (American Revolution);2
Guido Starhemberg;James Stanhope, 1st Earl Stanhope;2
Philip V of Spain;James Stanhope, 1st Earl Stanhope;2
Louis-Joseph de Montcalm;James Wolfe;2
John Talbot, 1st Earl of Shrewsbury;Jean II, Duke of Alençon;2
Gerard Lake, 1st Viscount Lake;Jean Joseph Amable Humbert;2
La Hire;Jean Poton de Xaintrailles;2
Prince Rupert of the Rhine;Jean II d'Estrées;2
Hadım Sinan Pasha;Janbirdi al-Ghazali;2
Henry VII of England;Jasper Tudor, Duke of Bedford;2
John de Vere, 13th Earl of Oxford;Jasper Tudor, Duke of Bedford;2
Adriaen Banckert;Jean II d'Estrées;2
Cornelis Tromp;Jean II d'Estrées;2
Ralph Abercromby;Herman Willem Daendels;2
Pedro de Alvarado;Hernán Cortés;2
Richard Neville, 5th Earl of Salisbury;Henry VI of England;2
Richard of York, 3rd Duke of York;Henry VI of England;2
Jasper Tudor, Duke of Bedford;Henry VII of England;2
John de Vere, 13th Earl of Oxford;Henry VII of England;2
Charles Cornwallis, 1st Marquess Cornwallis;Henry Knox;2
George Washington;Henry Knox;2
Henry Clinton (American War of Independence);Henry Knox;2
Andrew Trollope;Henry Percy, 3rd Earl of Northumberland;2
Henry Beaufort, 3rd Duke of Somerset;Henry Percy, 3rd Earl of Northumberland;2
John Churchill, 1st Duke of Marlborough;Henry de Nassau, Lord Overkirk;2
Edward IV of England;Henry Holland, 3rd Duke of Exeter;2
Richard Neville, 16th Earl of Warwick;Henry Holland, 3rd Duke of Exeter;2
Peter of Castile;Henry II of Castile;2
Gaspard de Saulx;Henry III of France;2
George Washington;Henry Clinton (American War of Independence);2
Henry Knox;Henry Clinton (American War of Independence);2
Israel Putnam;Henry Clinton (American War of Independence);2
Nicolas Béhuchet;Hugues Quiéret;2
Rodrigo Orgóñez;Hernando Pizarro;2
Takeda Shingen;Hōjō Ujikuni;2
France;Holy Roman Empire;2
Kingdom of France;Holy Roman Empire;2
Kingdom of Prussia;Holy Roman Empire;2
Frederick Henry, Prince of Orange;Horace Vere, 1st Baron Vere of Tilbury;2
Wilhelm von Knyphausen;George Washington;2
Jean Joseph Amable Humbert;Gerard Lake, 1st Viscount Lake;2
Bartolomeo d'Alviano;Gian Giacomo Trivulzio;2
Louis II de la Trémoille;Gian Giacomo Trivulzio;2
Christian the Younger of Brunswick;Gonzalo Fernández de Córdoba (1585–1645);2
Johann Tserclaes, Count of Tilly;Gonzalo Fernández de Córdoba (1585–1645);2
Rodrigo Orgóñez;Gonzalo Pizarro;2
Gustavus Adolphus of Sweden;Gottfried Heinrich Graf zu Pappenheim;2
Johann Tserclaes, Count of Tilly;Gottfried Heinrich Graf zu Pappenheim;2
Robert Munro, 18th Baron of Foulis;Gottfried Heinrich Graf zu Pappenheim;2
James Stanhope, 1st Earl Stanhope;Guido Starhemberg;2
Pedro Manuel de Ataíde;Guido Starhemberg;2
Philip V of Spain;Guido Starhemberg;2
Gottfried Heinrich Graf zu Pappenheim;Gustavus Adolphus of Sweden;2
Hans Georg von Arnim-Boitzenburg;Gustavus Adolphus of Sweden;2
Robert Munro, 18th Baron of Foulis;Gustavus Adolphus of Sweden;2
Stanisław Koniecpolski;Gustavus Adolphus of Sweden;2
Benedict Arnold;Guy Carleton, 1st Baron Dorchester;2
James Livingston (American Revolution);Guy Carleton, 1st Baron Dorchester;2
Richard Montgomery;Guy Carleton, 1st Baron Dorchester;2
France;Habsburg Monarchy;2
Kingdom of Prussia;Habsburg Monarchy;2
Janbirdi al-Ghazali;Hadım Sinan Pasha;2
Gustavus Adolphus of Sweden;Hans Georg von Arnim-Boitzenburg;2
Tokugawa Ieyasu;Hattori Hanzō;2
Johan van Galen;Henry Appleton;2
Richard Badiley;Henry Appleton;2
Andrew Trollope;Henry Beaufort, 3rd Duke of Somerset;2
Henry Percy, 3rd Earl of Northumberland;Henry Beaufort, 3rd Duke of Somerset;2
John Neville, 1st Marquess of Montagu;Henry Beaufort, 3rd Duke of Somerset;2
Robert Hungerford, 3rd Baron Hungerford;Henry Beaufort, 3rd Duke of Somerset;2
Thomas de Ros, 9th Baron de Ros;Henry Beaufort, 3rd Duke of Somerset;2
Louis, Prince of Condé (1530–1569);Gaspard II de Coligny;2
Ahmad ibn Ibrahim al-Ghazi;Gelawdewos;2
Johann Tserclaes, Count of Tilly;Georg Friedrich, Margrave of Baden-Durlach;2
Fernando d'Avalos;Georg von Frundsberg;2
Francis de Gaston, Chevalier de Levis;George Howe, 3rd Viscount Howe;2
James Abercrombie (British Army general);George Howe, 3rd Viscount Howe;2
Louis-Joseph de Montcalm;George Howe, 3rd Viscount Howe;2
Maarten Tromp;George Monck, 1st Duke of Albemarle;2
Michiel de Ruyter;George Monck, 1st Duke of Albemarle;2
Alexander Leslie (British Army officer);George Washington;2
Louis Antoine de Bougainville;François Joseph Paul de Grasse;2
Charles Mawhood;George Washington;2
Henry Clinton (American War of Independence);George Washington;2
Henry Knox;George Washington;2
André Masséna;Friedrich Freiherr von Hotze;2
Gaspard II de Coligny;Gaspard de Saulx;2
Henry III of France;Gaspard de Saulx;2
Gaspard de Saulx;Gaspard II de Coligny;2
Arthur Herbert, 1st Earl of Torrington;François Louis de Rousselet, Marquis de Châteaurenault;2
Jean-Baptiste Jourdan;François Sébastien Charles Joseph de Croix, Count of Clerfayt;2
Horace Vere, 1st Baron Vere of Tilbury;Frederick Henry, Prince of Orange;2
Louis IV, Holy Roman Emperor;Frederick the Fair;2
Count Leopold Joseph von Daun;Frederick the Great;2
Maximilian Ulysses Browne;Frederick the Great;2
Prince Charles Alexander of Lorraine;Frederick the Great;2
Tokugawa Ieyasu;Toyotomi Hideyoshi;2
Uesugi Kagekatsu;Toyotomi Hideyoshi;2
Takeda Shingen;Tozawa_Yorichika;2
Maeda Toshiie;Uesugi Kagekatsu;2
Toyotomi Hideyoshi;Uesugi Kagekatsu;2
Chōsokabe Motochika;Ukita Hideie;2
Ishida Mitsunari;Ukita Hideie;2
Katō Kiyomasa;Ukita Hideie;2
Konishi Yukinaga;Wakisaka Yasuharu;2
Shimazu Yoshihiro;Wakisaka Yasuharu;2
Kingdom of Great Britain;United States;2
Konishi Yukinaga;Ukita Hideie;2
James Graham, 1st Marquess of Montrose;William Baillie (soldier);2
Joan of Arc;William de la Pole, 1st Duke of Suffolk;2
Edward IV of England;William Hastings, 1st Baron Hastings;2
Richard III of England;William Hastings, 1st Baron Hastings;2
Nathanael Greene;William Alexander, Lord Stirling;2
Wilhelm von Knyphausen;William Alexander, Lord Stirling;2
William Alexander, Lord Stirling;Wilhelm von Knyphausen;2
William Howe, 5th Viscount Howe;Wilhelm von Knyphausen;2
Michiel de Ruyter;Willem Joseph van Ghent;2
Charles Cornwallis, 1st Marquess Cornwallis;Wilhelm von Knyphausen;2
George Washington;Wilhelm von Knyphausen;2
John Sullivan (general);Wilhelm von Knyphausen;2
Baba Nobuharu;Yamagata Masakage;2
Takeda Shingen;Yamagata Masakage;2
Konishi Yukinaga;Yang Hao (Ming dynasty);2
Katō Yoshiaki;Yi Eokgi;2
Tōdō Takatora;Yi Eokgi;2
Jean-Baptiste Jourdan;William I of the Netherlands;2
Prince Josias of Saxe-Coburg-Saalfeld;William I of the Netherlands;2
Edward IV of England;William Neville, 1st Earl of Kent;2
Richard Neville, 16th Earl of Warwick;William Neville, 1st Earl of Kent;2
Charles I of England;William Waller;2
Ralph Hopton, 1st Baron Hopton;William Waller;2
John Hunyadi;Władysław III of Poland;2
Katō Yoshiaki;Won Gyun;2
Yi Sun-sin;Yi Eokgi;2
Katō Yoshiaki;Yi Sun-sin;2
Wilhelm von Knyphausen;William Howe, 5th Viscount Howe;2
Israel Putnam;William Howe, 5th Viscount Howe;2
Yi Eokgi;Yi Sun-sin;2
